0.980,1.499,0.038,-1.250,0.111,-1.876,0.055,0.000,0.000,0.000,0.000,0.000,0.000
1.000,1.500,-0.000,-1.250,0.037,-1.884,0.019,0.000,0.000,0.000,0.000,0.000,0.000
1.020,1.499,-0.038,-1.250,-0.037,-1.884,-0.019,0.000,0.000,0.000,0.000,0.000,0.000
1.040,1.497,-0.075,-1.251,-0.111,-1.876,-0.055,0.000,0.000,0.000,0.000,0.000,0.000
1.060,1.493,-0.112,-1.253,-0.185,-1.861,-0.092,0.000,0.000,0.000,0.000,0.000,0.000
1.080,1.488,-0.149,-1.256,-0.259,-1.839,-0.129,0.000,0.000,0.000,0.000,0.000,0.000
1.100,1.482,-0.185,-1.259,-0.332,-1.810,-0.166,0.000,0.000,0.000,0.000,0.000,0.000
1.120,1.473,-0.221,-1.263,-0.405,-1.773,-0.203,0.000,0.000,0.000,0.000,0.000,0.000
1.140,1.464,-0.255,-1.268,-0.478,-1.730,-0.239,0.000,0.000,0.000,0.000,0.000,0.000
1.160,1.453,-0.289,-1.274,-0.550,-1.679,-0.275,0.000,0.000,0.000,0.000,0.000,0.000
1.180,1.440,-0.321,-1.280,-0.622,-1.622,-0.311,0.000,0.000,0.000,0.000,0.000,0.000
1.200,1.427,-0.353,-1.287,-0.693,-1.559,-0.346,0.000,0.000,0.000,0.000,0.000,0.000
1.220,1.411,-0.382,-1.294,-0.763,-1.489,-0.382,0.000,0.000,0.000,0.000,0.000,0.000
1.240,1.395,-0.411,-1.303,-0.833,-1.414,-0.416,0.000,0.000,0.000,0.000,0.000,0.000
1.260,1.377,-0.437,-1.312,-0.902,-1.333,-0.451,0.000,0.000,0.000,0.000,0.000,0.000
1.280,1.357,-0.462,-1.321,-0.970,-1.246,-0.485,0.000,0.000,0.000,0.000,0.000,0.000
1.300,1.337,-0.485,-1.332,-1.037,-1.155,-0.518,0.000,0.000,0.000,0.000,0.000,0.000
1.320,1.314,-0.507,-1.343,-1.102,-1.059,-0.551,0.000,0.000,0.000,0.000,0.000,0.000
1.340,1.291,-0.526,-1.354,-1.167,-0.959,-0.584,0.000,0.000,0.000,0.000,0.000,0.000
1.360,1.266,-0.543,-1.367,-1.231,-0.856,-0.616,0.000,0.000,0.000,0.000,0.000,0.000
1.380,1.241,-0.558,-1.380,-1.294,-0.748,-0.647,0.000,0.000,0.000,0.000,0.000,0.000
1.400,1.214,-0.571,-1.393,-1.355,-0.638,-0.677,0.000,0.000,0.000,0.000,0.000,0.000
1.420,1.185,-0.581,-1.407,-1.415,-0.526,-0.707,0.000,0.000,0.000,0.000,0.000,0.000
1.440,1.156,-0.589,-1.422,-1.473,-0.411,-0.737,0.000,0.000,0.000,0.000,0.000,0.000
1.460,1.125,-0.595,-1.437,-1.530,-0.295,-0.765,0.000,0.000,0.000,0.000,0.000,0.000
1.480,1.093,-0.599,-1.453,-1.586,-0.177,-0.793,0.000,0.000,0.000,0.000,0.000,0.000
1.500,1.061,-0.600,-1.470,-1.640,-0.059,-0.820,0.000,0.000,0.000,0.000,0.000,0.000
1.520,1.027,-0.599,-1.487,-1.692,0.059,-0.846,0.000,0.000,0.000,0.000,0.000,0.000
1.540,0.992,-0.595,-1.504,-1.743,0.177,-0.871,0.000,0.000,0.000,0.000,0.000,0.000
1.560,0.956,-0.589,-1.522,-1.792,0.295,-0.896,0.000,0.000,0.000,0.000,0.000,0.000
1.580,0.919,-0.581,-1.540,-1.839,0.411,-0.919,0.000,0.000,0.000,0.000,0.000,0.000
1.600,0.882,-0.571,-1.559,-1.884,0.526,-0.942,0.000,0.000,0.000,0.000,0.000,0.000
1.620,0.843,-0.558,-1.578,-1.928,0.638,-0.964,0.000,0.000,0.000,0.000,0.000,0.000
1.640,0.804,-0.543,-1.598,-1.969,0.748,-0.985,0.000,0.000,0.000,0.000,0.000,0.000
1.660,0.764,-0.526,-1.618,-2.009,0.856,-1.004,0.000,0.000,0.000,0.000,0.000,0.000
1.680,0.723,-0.507,-1.639,-2.047,0.959,-1.023,0.000,0.000,0.000,0.000,0.000,0.000
1.700,0.681,-0.485,-1.660,-2.082,1.059,-1.041,0.000,0.000,0.000,0.000,0.000,0.000
1.720,0.639,-0.462,-1.681,-2.116,1.155,-1.058,0.000,0.000,0.000,0.000,0.000,0.000
1.740,0.596,-0.437,-1.702,-2.147,1.246,-1.074,0.000,0.000,0.000,0.000,0.000,0.000
1.760,0.552,-0.411,-1.724,-2.177,1.333,-1.088,0.000,0.000,0.000,0.000,0.000,0.000
1.780,0.508,-0.382,-1.746,-2.204,1.414,-1.102,0.000,0.000,0.000,0.000,0.000,0.000
1.800,0.464,-0.353,-1.768,-2.229,1.489,-1.115,0.000,0.000,0.000,0.000,0.000,0.000
1.820,0.418,-0.321,-1.791,-2.252,1.559,-1.126,0.000,0.000,0.000,0.000,0.000,0.000
1.840,0.373,-0.289,-1.813,-2.273,1.622,-1.136,0.000,0.000,0.000,0.000,0.000,0.000
1.860,0.327,-0.255,-1.836,-2.291,1.679,-1.145,0.000,0.000,0.000,0.000,0.000,0.000
1.880,0.281,-0.221,-1.859,-2.307,1.730,-1.154,0.000,0.000,0.000,0.000,0.000,0.000
1.900,0.235,-0.185,-1.883,-2.321,1.773,-1.161,0.000,0.000,0.000,0.000,0.000,0.000
1.920,0.188,-0.149,-1.906,-2.333,1.810,-1.166,0.000,0.000,0.000,0.000,0.000,0.000
1.940,0.141,-0.112,-1.929,-2.342,1.839,-1.171,0.000,0.000,0.000,0.000,0.000,0.000
1.960,0.094,-0.075,-1.953,-2.349,1.861,-1.174,0.000,0.000,0.000,0.000,0.000,0.000
1.980,0.047,-0.038,-1.976,-2.353,1.876,-1.177,0.000,0.000,0.000,0.000,0.000,0.000
2.000,-0.000,0.000,-2.000,-2.356,1.884,-1.178,0.000,0.000,0.000,0.000,0.000,0.000
2.020,-0.047,0.038,-2.024,-2.356,1.884,-1.178,0.000,0.000,0.000,0.000,0.000,0.000
2.040,-0.094,0.075,-2.047,-2.353,1.876,-1.177,0.000,0.000,0.000,0.000,0.000,0.000
2.060,-0.141,0.112,-2.071,-2.349,1.861,-1.174,0.000,0.000,0.000,0.000,0.000,0.000
2.080,-0.188,0.149,-2.094,-2.342,1.839,-1.171,0.000,0.000,0.000,0.000,0.000,0.000
2.100,-0.235,0.185,-2.117,-2.333,1.810,-1.166,0.000,0.000,0.000,0.000,0.000,0.000
2.120,-0.281,0.221,-2.141,-2.321,1.773,-1.161,0.000,0.000,0.000,0.000,0.000,0.000
2.140,-0.327,0.255,-2.164,-2.307,1.730,-1.154,0.000,0.000,0.000,0.000,0.000,0.000
2.160,-0.373,0.289,-2.187,-2.291,1.679,-1.145,0.000,0.000,0.000,0.000,0.000,0.000
2.180,-0.418,0.321,-2.209,-2.273,1.622,-1.136,0.000,0.000,0.000,0.000,0.000,0.000
2.200,-0.464,0.353,-2.232,-2.252,1.559,-1.126,0.000,0.000,0.000,0.000,0.000,0.000
2.220,-0.508,0.382,-2.254,-2.229,1.489,-1.115,0.000,0.000,0.000,0.000,0.000,0.000
2.240,-0.552,0.411,-2.276,-2.204,1.414,-1.102,0.000,0.000,0.000,0.000,0.000,0.000
2.260,-0.596,0.437,-2.298,-2.177,1.333,-1.088,0.000,0.000,0.000,0.000,0.000,0.000
2.280,-0.639,0.462,-2.319,-2.147,1.246,-1.074,0.000,0.000,0.000,0.000,0.000,0.000
2.300,-0.681,0.485,-2.340,-2.116,1.155,-1.058,0.000,0.000,0.000,0.000,0.000,0.000
2.320,-0.723,0.507,-2.361,-2.082,1.059,-1.041,0.000,0.000,0.000,0.000,0.000,0.000
2.340,-0.764,0.526,-2.382,-2.047,0.959,-1.023,0.000,0.000,0.000,0.000,0.000,0.000
2.360,-0.804,0.543,-2.402,-2.009,0.856,-1.004,0.000,0.000,0.000,0.000,0.000,0.000
2.380,-0.843,0.558,-2.422,-1.969,0.748,-0.985,0.000,0.000,0.000,0.000,0.000,0.000
2.400,-0.882,0.571,-2.441,-1.928,0.638,-0.964,0.000,0.000,0.000,0.000,0.000,0.000
2.420,-0.919,0.581,-2.460,-1.884,0.526,-0.942,0.000,0.000,0.000,0.000,0.000,0.000
2.440,-0.956,0.589,-2.478,-1.839,0.411,-0.919,0.000,0.000,0.000,0.000,0.000,0.000
2.460,-0.992,0.595,-2.496,-1.792,0.295,-0.896,0.000,0.000,0.000,0.000,0.000,0.000
2.480,-1.027,0.599,-2.513,-1.743,0.177,-0.871,0.000,0.000,0.000,0.000,0.000,0.000
2.500,-1.061,0.600,-2.530,-1.692,0.059,-0.846,0.000,0.000,0.000,0.000,0.000,0.000
2.520,-1.093,0.599,-2.547,-1.640,-0.059,-0.820,0.000,0.000,0.000,0.000,0.000,0.000
2.540,-1.125,0.595,-2.563,-1.586,-0.177,-0.793,0.000,0.000,0.000,0.000,0.000,0.000
2.560,-1.156,0.589,-2.578,-1.530,-0.295,-0.765,0.000,0.000,0.000,0.000,0.000,0.000
2.580,-1.185,0.581,-2.593,-1.473,-0.411,-0.737,0.000,0.000,0.000,0.000,0.000,0.000
2.600,-1.214,0.571,-2.607,-1.415,-0.526,-0.707,0.000,0.000,0.000,0.000,0.000,0.000
2.620,-1.241,0.558,-2.620,-1.355,-0.638,-0.677,0.000,0.000,0.000,0.000,0.000,0.000
2.640,-1.266,0.543,-2.633,-1.294,-0.748,-0.647,0.000,0.000,0.000,0.000,0.000,0.000
2.660,-1.291,0.526,-2.646,-1.231,-0.856,-0.616,0.000,0.000,0.000,0.000,0.000,0.000
2.680,-1.314,0.507,-2.657,-1.167,-0.959,-0.584,0.000,0.000,0.000,0.000,0.000,0.000
2.700,-1.337,0.485,-2.668,-1.102,-1.059,-0.551,0.000,0.000,0.000,0.000,0.000,0.000
2.720,-1.357,0.462,-2.679,-1.037,-1.155,-0.518,0.000,0.000,0.000,0.000,0.000,0.000
2.740,-1.377,0.437,-2.688,-0.970,-1.246,-0.485,0.000,0.000,0.000,0.000,0.000,0.000
2.760,-1.395,0.411,-2.697,-0.902,-1.333,-0.451,0.000,0.000,0.000,0.000,0.000,0.000
2.780,-1.411,0.382,-2.706,-0.833,-1.414,-0.416,0.000,0.000,0.000,0.000,0.000,0.000
2.800,-1.427,0.353,-2.713,-0.763,-1.489,-0.382,0.000,0.000,0.000,0.000,0.000,0.000
2.820,-1.440,0.321,-2.720,-0.693,-1.559,-0.346,0.000,0.000,0.000,0.000,0.000,0.000
2.840,-1.453,0.289,-2.726,-0.622,-1.622,-0.311,0.000,0.000,0.000,0.000,0.000,0.000
2.860,-1.464,0.255,-2.732,-0.550,-1.679,-0.275,0.000,0.000,0.000,0.000,0.000,0.000
2.880,-1.473,0.221,-2.737,-0.478,-1.730,-0.239,0.000,0.000,0.000,0.000,0.000,0.000
2.900,-1.482,0.185,-2.741,-0.405,-1.773,-0.203,0.000,0.000,0.000,0.000,0.000,0.000
2.920,-1.488,0.149,-2.744,-0.332,-1.810,-0.166,0.000,0.000,0.000,0.000,0.000,0.000
2.940,-1.493,0.112,-2.747,-0.259,-1.839,-0.129,0.000,0.000,0.000,0.000,0.000,0.000
2.960,-1.497,0.075,-2.749,-0.185,-1.861,-0.092,0.000,0.000,0.000,0.000,0.000,0.000
2.980,-1.499,0.038,-2.750,-0.111,-1.876,-0.055,0.000,0.000,0.000,0.000,0.000,0.000
3.000,-1.500,-0.000,-2.750,-0.037,-1.884,-0.019,0.000,0.000,0.000,0.000,0.000,0.000
3.020,-1.499,-0.038,-2.750,0.037,-1.884,0.019,0.000,0.000,0.000,0.000,0.000,0.000
3.040,-1.497,-0.075,-2.749,0.111,-1.876,0.055,0.000,0.000,0.000,0.000,0.000,0.000
3.060,-1.493,-0.112,-2.747,0.185,-1.861,0.092,0.000,0.000,0.000,0.000,0.000,0.000
3.080,-1.488,-0.149,-2.744,0.259,-1.839,0.129,0.000,0.000,0.000,0.000,0.000,0.000
3.100,-1.482,-0.185,-2.741,0.332,-1.810,0.166,0.000,0.000,0.000,0.000,0.000,0.000
3.120,-1.473,-0.221,-2.737,0.405,-1.773,0.203,0.000,0.000,0.000,0.000,0.000,0.000
3.140,-1.464,-0.255,-2.732,0.478,-1.730,0.239,0.000,0.000,0.000,0.000,0.000,0.000
3.160,-1.453,-0.289,-2.726,0.550,-1.679,0.275,0.000,0.000,0.000,0.000,0.000,0.000
3.180,-1.440,-0.321,-2.720,0.622,-1.622,0.311,0.000,0.000,0.000,0.000,0.000,0.000
3.200,-1.427,-0.353,-2.713,0.693,-1.559,0.346,0.000,0.000,0.000,0.000,0.000,0.000
3.220,-1.411,-0.382,-2.706,0.763,-1.489,0.382,0.000,0.000,0.000,0.000,0.000,0.000
3.240,-1.395,-0.411,-2.697,0.833,-1.414,0.416,0.000,0.000,0.000,0.000,0.000,0.000
3.260,-1.377,-0.437,-2.688,0.902,-1.333,0.451,0.000,0.000,0.000,0.000,0.000,0.000
3.280,-1.357,-0.462,-2.679,0.970,-1.246,0.485,0.000,0.000,0.000,0.000,0.000,0.000
3.300,-1.337,-0.485,-2.668,1.037,-1.155,0.518,0.000,0.000,0.000,0.000,0.000,0.000
3.320,-1.314,-0.507,-2.657,1.102,-1.059,0.551,0.000,0.000,0.000,0.000,0.000,0.000
3.340,-1.291,-0.526,-2.646,1.167,-0.959,0.584,0.000,0.000,0.000,0.000,0.000,0.000
3.360,-1.266,-0.543,-2.633,1.231,-0.856,0.616,0.000,0.000,0.000,0.000,0.000,0.000
3.380,-1.241,-0.558,-2.620,1.294,-0.748,0.647,0.000,0.000,0.000,0.000,0.000,0.000
3.400,-1.214,-0.571,-2.607,1.355,-0.638,0.677,0.000,0.000,0.000,0.000,0.000,0.000
3.420,-1.185,-0.581,-2.593,1.415,-0.526,0.707,0.000,0.000,0.000,0.000,0.000,0.000
3.440,-1.156,-0.589,-2.578,1.473,-0.411,0.737,0.000,0.000,0.000,0.000,0.000,0.000
3.460,-1.125,-0.595,-2.563,1.530,-0.295,0.765,0.000,0.000,0.000,0.000,0.000,0.000
3.480,-1.093,-0.599,-2.547,1.586,-0.177,0.793,0.000,0.000,0.000,0.000,0.000,0.000
3.500,-1.061,-0.600,-2.530,1.640,-0.059,0.820,0.000,0.000,0.000,0.000,0.000,0.000
3.520,-1.027,-0.599,-2.513,1.692,0.059,0.846,0.000,0.000,0.000,0.000,0.000,0.000
3.540,-0.992,-0.595,-2.496,1.743,0.177,0.871,0.000,0.000,0.000,0.000,0.000,0.000
3.560,-0.956,-0.589,-2.478,1.792,0.295,0.896,0.000,0.000,0.000,0.000,0.000,0.000
3.580,-0.919,-0.581,-2.460,1.839,0.411,0.919,0.000,0.000,0.000,0.000,0.000,0.000
3.600,-0.882,-0.571,-2.441,1.884,0.526,0.942,0.000,0.000,0.000,0.000,0.000,0.000
3.620,-0.843,-0.558,-2.422,1.928,0.638,0.964,0.000,0.000,0.000,0.000,0.000,0.000
3.640,-0.804,-0.543,-2.402,1.969,0.748,0.985,0.000,0.000,0.000,0.000,0.000,0.000
3.660,-0.764,-0.526,-2.382,2.009,0.856,1.004,0.000,0.000,0.000,0.000,0.000,0.000
3.680,-0.723,-0.507,-2.361,2.047,0.959,1.023,0.000,0.000,0.000,0.000,0.000,0.000
3.700,-0.681,-0.485,-2.340,2.082,1.059,1.041,0.000,0.000,0.000,0.000,0.000,0.000
3.720,-0.639,-0.462,-2.319,2.116,1.155,1.058,0.000,0.000,0.000,0.000,0.000,0.000
3.740,-0.596,-0.437,-2.298,2.147,1.246,1.074,0.000,0.000,0.000,0.000,0.000,0.000
3.760,-0.552,-0.411,-2.276,2.177,1.333,1.088,0.000,0.000,0.000,0.000,0.000,0.000
3.780,-0.508,-0.382,-2.254,2.204,1.414,1.102,0.000,0.000,0.000,0.000,0.000,0.000
3.800,-0.464,-0.353,-2.232,2.229,1.489,1.115,0.000,0.000,0.000,0.000,0.000,0.000
3.820,-0.418,-0.321,-2.209,2.252,1.559,1.126,0.000,0.000,0.000,0.000,0.000,0.000
3.840,-0.373,-0.289,-2.187,2.273,1.622,1.136,0.000,0.000,0.000,0.000,0.000,0.000
3.860,-0.327,-0.255,-2.164,2.291,1.679,1.145,0.000,0.000,0.000,0.000,0.000,0.000
3.880,-0.281,-0.221,-2.141,2.307,1.730,1.154,0.000,0.000,0.000,0.000,0.000,0.000
3.900,-0.235,-0.185,-2.117,2.321,1.773,1.161,0.000,0.000,0.000,0.000,0.000,0.000
3.920,-0.188,-0.149,-2.094,2.333,1.810,1.166,0.000,0.000,0.000,0.000,0.000,0.000
3.940,-0.141,-0.112,-2.071,2.342,1.839,1.171,0.000,0.000,0.000,0.000,0.000,0.000
3.960,-0.094,-0.075,-2.047,2.349,1.861,1.174,0.000,0.000,0.000,0.000,0.000,0.000
3.980,-0.047,-0.038,-2.024,2.353,1.876,1.177,0.000,0.000,0.000,0.000,0.000,0.000
4.000,0.000,0.000,-2.000,2.356,1.884,1.178,0.000,0.000,0.000,0.000,0.000,0.000
4.020,0.047,0.038,-1.976,2.356,1.884,1.178,0.000,0.000,0.000,0.000,0.000,0.000
4.040,0.094,0.075,-1.953,2.353,1.876,1.177,0.000,0.000,0.000,0.000,0.000,0.000
4.060,0.141,0.112,-1.929,2.349,1.861,1.174,0.000,0.000,0.000,0.000,0.000,0.000
4.080,0.188,0.149,-1.906,2.342,1.839,1.171,0.000,0.000,0.000,0.000,0.000,0.000
4.100,0.235,0.185,-1.883,2.333,1.810,1.166,0.000,0.000,0.000,0.000,0.000,0.000
4.120,0.281,0.221,-1.859,2.321,1.773,1.161,0.000,0.000,0.000,0.000,0.000,0.000
4.140,0.327,0.255,-1.836,2.307,1.730,1.154,0.000,0.000,0.000,0.000,0.000,0.000
4.160,0.373,0.289,-1.813,2.291,1.679,1.145,0.000,0.000,0.000,0.000,0.000,0.000
4.180,0.418,0.321,-1.791,2.273,1.622,1.136,0.000,0.000,0.000,0.000,0.000,0.000
4.200,0.464,0.353,-1.768,2.252,1.559,1.126,0.000,0.000,0.000,0.000,0.000,0.000
4.220,0.508,0.382,-1.746,2.229,1.489,1.115,0.000,0.000,0.000,0.000,0.000,0.000
4.240,0.552,0.411,-1.724,2.204,1.414,1.102,0.000,0.000,0.000,0.000,0.000,0.000
4.260,0.596,0.437,-1.702,2.177,1.333,1.088,0.000,0.000,0.000,0.000,0.000,0.000
4.280,0.639,0.462,-1.681,2.147,1.246,1.074,0.000,0.000,0.000,0.000,0.000,0.000
4.300,0.681,0.485,-1.660,2.116,1.155,1.058,0.000,0.000,0.000,0.000,0.000,0.000
4.320,0.723,0.507,-1.639,2.082,1.059,1.041,0.000,0.000,0.000,0.000,0.000,0.000
4.340,0.764,0.526,-1.618,2.047,0.959,1.023,0.000,0.000,0.000,0.000,0.000,0.000
4.360,0.804,0.543,-1.598,2.009,0.856,1.004,0.000,0.000,0.000,0.000,0.000,0.000
4.380,0.843,0.558,-1.578,1.969,0.748,0.985,0.000,0.000,0.000,0.000,0.000,0.000
4.400,0.882,0.571,-1.559,1.928,0.638,0.964,0.000,0.000,0.000,0.000,0.000,0.000
4.420,0.919,0.581,-1.540,1.884,0.526,0.942,0.000,0.000,0.000,0.000,0.000,0.000
4.440,0.956,0.589,-1.522,1.839,0.411,0.919,0.000,0.000,0.000,0.000,0.000,0.000
4.460,0.992,0.595,-1.504,1.792,0.295,0.896,0.000,0.000,0.000,0.000,0.000,0.000
4.480,1.027,0.599,-1.487,1.743,0.177,0.871,0.000,0.000,0.000,0.000,0.000,0.000
4.500,1.061,0.600,-1.470,1.692,0.059,0.846,0.000,0.000,0.000,0.000,0.000,0.000
4.520,1.093,0.599,-1.453,1.640,-0.059,0.820,0.000,0.000,0.000,0.000,0.000,0.000
4.540,1.125,0.595,-1.437,1.586,-0.177,0.793,0.000,0.000,0.000,0.000,0.000,0.000
4.560,1.156,0.589,-1.422,1.530,-0.295,0.765,0.000,0.000,0.000,0.000,0.000,0.000
4.580,1.185,0.581,-1.407,1.473,-0.411,0.737,0.000,0.000,0.000,0.000,0.000,0.000
4.600,1.214,0.571,-1.393,1.415,-0.526,0.707,0.000,0.000,0.000,0.000,0.000,0.000
4.620,1.241,0.558,-1.380,1.355,-0.638,0.677,0.000,0.000,0.000,0.000,0.000,0.000
4.640,1.266,0.543,-1.367,1.294,-0.748,0.647,0.000,0.000,0.000,0.000,0.000,0.000
4.660,1.291,0.526,-1.354,1.231,-0.856,0.616,0.000,0.000,0.000,0.000,0.000,0.000
4.680,1.314,0.507,-1.343,1.167,-0.959,0.584,0.000,0.000,0.000,0.000,0.000,0.000
4.700,1.337,0.485,-1.332,1.102,-1.059,0.551,0.000,0.000,0.000,0.000,0.000,0.000
4.720,1.357,0.462,-1.321,1.037,-1.155,0.518,0.000,0.000,0.000,0.000,0.000,0.000
4.740,1.377,0.437,-1.312,0.970,-1.246,0.485,0.000,0.000,0.000,0.000,0.000,0.000
4.760,1.395,0.411,-1.303,0.902,-1.333,0.451,0.000,0.000,0.000,0.000,0.000,0.000
4.780,1.411,0.382,-1.294,0.833,-1.414,0.416,0.000,0.000,0.000,0.000,0.000,0.000
4.800,1.427,0.353,-1.287,0.763,-1.489,0.382,0.000,0.000,0.000,0.000,0.000,0.000
4.820,1.440,0.321,-1.280,0.693,-1.559,0.346,0.000,0.000,0.000,0.000,0.000,0.000
4.840,1.453,0.289,-1.274,0.622,-1.622,0.311,0.000,0.000,0.000,0.000,0.000,0.000
4.860,1.464,0.255,-1.268,0.550,-1.679,0.275,0.000,0.000,0.000,0.000,0.000,0.000
4.880,1.473,0.221,-1.263,0.478,-1.730,0.239,0.000,0.000,0.000,0.000,0.000,0.000
4.900,1.482,0.185,-1.259,0.405,-1.773,0.203,0.000,0.000,0.000,0.000,0.000,0.000
4.920,1.488,0.149,-1.256,0.332,-1.810,0.166,0.000,0.000,0.000,0.000,0.000,0.000
4.940,1.493,0.112,-1.253,0.259,-1.839,0.129,0.000,0.000,0.000,0.000,0.000,0.000
4.960,1.497,0.075,-1.251,0.185,-1.861,0.092,0.000,0.000,0.000,0.000,0.000,0.000
4.980,1.499,0.038,-1.250,0.111,-1.876,0.055,0.000,0.000,0.000,0.000,0.000,0.000
5.000,1.500,0.000,-1.250,0.037,-1.884,0.019,0.000,0.000,0.000,0.000,0.000,0.000
5.020,1.499,-0.038,-1.250,-0.037,-1.884,-0.019,0.000,0.000,0.000,0.000,0.000,0.000
5.040,1.497,-0.075,-1.251,-0.111,-1.876,-0.055,0.000,0.000,0.000,0.000,0.000,0.000
5.060,1.493,-0.112,-1.253,-0.185,-1.861,-0.092,0.000,0.000,0.000,0.000,0.000,0.000
